Flight_Date,Airline,Flight_Number,Origin_Airport,Destination_Airport,Scheduled_Departure_Hour,Scheduled_Departure_Minute,Day_of_Week,Month,Is_Weekend,Peak_Hour,Weather,Temperature_C,Humidity_pct,Wind_Speed_kmh,Visibility_km,Rainfall_mm,Cloud_Cover_pct,Origin_Congestion_Index,Previous_Flight_Delay_Minutes,Turnaround_Risk_Index,Departure_Delay,Delay_Target
2023-08-08,IndiGo,IN7874,COK,DEL,8,56,1,8,0,1,Clear/Partly Cloudy,26.2,56.6,5.1,9.4,0.0,1.4,87.6,0,39.1,51,1
2023-11-12,Air India,AI2358,MYQ,UDR,6,8,6,11,1,0,Clear/Partly Cloudy,23.6,56.2,2.9,12.0,0.9,37.0,24.4,5,16.9,0,0
2024-12-06,IndiGo,IN7842,HYD,BOM,8,23,4,12,0,1,Clear/Partly Cloudy,20.9,50.8,5.3,11.4,0.4,18.7,94.2,2,41.0,49,1
2024-05-06,Air India Express,AI2325,CCU,BOM,20,33,0,5,0,1,Clear/Partly Cloudy,30.5,35.0,3.3,10.1,1.0,13.3,97.8,2,38.4,48,1
2024-11-21,Star Air,ST3172,BLR,COK,17,0,3,11,0,1,Rain,29.7,52.3,7.8,11.2,3.5,27.4,100.0,0,39.3,53,1
2024-05-21,Air India Express,AI4254,IXA,PBD,18,59,1,5,0,1,Rain,20.2,53.8,20.8,11.9,3.3,30.3,62.8,9,28.4,47,1
2025-03-22,IndiGo,IN5501,MAA,CCU,10,27,5,3,1,1,Clear/Partly Cloudy,26.0,83.2,17.4,10.1,1.2,13.6,100.0,9,47.3,66,1
2024-06-27,IndiGo,IN4480,TCR,BHJ,7,10,3,6,0,1,Clear/Partly Cloudy,31.6,44.6,11.4,12.8,2.1,24.0,52.1,2,23.6,48,1
2023-06-19,IndiGo,IN7732,BOM,MAA,23,48,0,6,0,0,Clear/Partly Cloudy,28.0,69.6,6.0,11.1,0.0,30.2,70.4,0,33.3,40,1
2023-02-26,Star Air,ST1229,RPR,DEL,5,4,6,2,1,0,Clear/Partly Cloudy,24.3,45.4,1.7,11.4,1.2,22.5,53.6,0,32.3,30,1
2023-02-10,SpiceJet,SP8740,BLR,HYD,18,7,4,2,0,1,Clear/Partly Cloudy,20.1,26.9,5.6,11.5,0.0,14.0,99.8,13,50.7,62,1
2025-09-04,IndiGo,IN9293,HYD,AMD,19,49,3,9,0,1,Rain,32.8,43.1,4.7,12.6,3.2,44.1,86.1,1,35.3,62,1
2023-11-14,Air India,AI2873,BOM,HYD,13,37,1,11,0,0,Clear/Partly Cloudy,28.7,49.3,6.8,9.9,0.0,16.9,79.5,8,37.2,42,1
2023-10-17,IndiGo,IN9179,BLR,COK,6,43,1,10,0,0,Clear/Partly Cloudy,17.4,57.5,12.6,10.4,0.0,18.5,60.3,0,29.0,39,1
2023-07-02,IndiGo,IN9512,BLR,DEL,15,34,6,7,1,0,Clear/Partly Cloudy,33.1,58.3,1.2,10.2,2.1,18.6,74.9,12,34.7,53,1
2023-07-29,Akasa Air,AK1449,BOM,CCU,21,50,5,7,1,1,Clear/Partly Cloudy,36.4,46.9,5.3,10.8,0.0,42.2,100.0,5,38.4,71,1
2023-04-18,IndiGo,IN8415,BLR,GOP,15,54,1,4,0,0,Clear/Partly Cloudy,28.4,53.5,3.1,8.8,0.0,0.0,60.2,11,40.2,38,1
2024-03-25,Star Air,ST7155,BLR,IXZ,10,15,0,3,0,1,Clear/Partly Cloudy,14.7,48.7,6.3,11.7,0.0,26.0,78.8,2,39.8,67,1
2023-03-28,Akasa Air,AK4491,BOM,BLR,16,9,1,3,0,0,Clear/Partly Cloudy,25.3,48.2,6.6,11.4,1.4,26.5,70.1,6,35.7,43,1
2025-06-30,Akasa Air,AK1978,MAA,BOM,7,7,0,6,0,1,Clear/Partly Cloudy,31.4,78.0,5.5,12.1,0.5,5.9,80.2,2,35.3,42,1
2023-03-21,Air India Express,AI6862,BOM,COK,5,41,1,3,0,0,Rain,23.8,76.4,8.6,10.1,3.7,31.8,64.9,19,37.8,57,1
2024-11-18,Alliance Air,AL1226,AMD,DEL,19,38,0,11,0,1,Clear/Partly Cloudy,24.6,45.7,5.0,10.1,0.0,5.8,93.3,3,39.8,51,1
2025-12-09,IndiGo,IN4633,VOBL,HYD,7,30,1,12,0,1,Clear/Partly Cloudy,22.7,51.3,0.7,13.0,0.2,25.0,80.3,43,60.7,93,1
2025-12-10,SpiceJet,SP1385,BLR,MAA,19,0,2,12,0,1,Rain,17.2,50.3,3.0,12.3,4.8,42.1,82.6,5,31.4,47,1
2024-12-16,IndiGo,IN8418,MAA,NAG,23,2,0,12,0,0,Clear/Partly Cloudy,19.0,60.7,1.5,11.8,0.0,29.0,55.1,0,26.2,43,1
2025-05-05,IndiGo,IN6239,AMD,COK,13,51,0,5,0,0,Clear/Partly Cloudy,29.8,35.7,7.4,11.3,0.0,0.1,62.4,8,35.8,50,1
2025-01-03,IndiGo,IN690,COK,BLR,18,52,4,1,0,1,Rain,24.4,54.9,11.8,10.6,3.4,13.7,96.5,2,37.1,50,1
2024-05-02,IndiGo,IN2502,COK,MAA,15,21,3,5,0,0,Rain,25.7,44.6,6.4,11.4,5.3,17.5,59.9,12,33.5,48,1
2023-11-03,Akasa Air,AK4527,DEL,COK,9,32,4,11,0,1,Clear/Partly Cloudy,21.7,52.8,10.3,11.3,1.2,24.8,90.4,13,47.1,60,1
2024-03-25,Alliance Air,AL4075,REW,HYD,17,2,0,3,0,1,Clear/Partly Cloudy,23.9,55.9,0.8,10.5,0.0,17.2,62.7,19,41.0,51,1
2024-11-27,IndiGo,IN6385,DEL,BOM,9,1,2,11,0,1,Clear/Partly Cloudy,18.4,54.8,1.7,10.3,2.6,31.6,99.5,13,47.2,54,1
2025-08-27,Akasa Air,AK8752,HYD,COK,12,20,2,8,0,0,Clear/Partly Cloudy,34.0,70.8,1.1,10.5,0.0,35.4,66.8,1,34.1,43,1
2023-07-12,Akasa Air,AK4483,BOM,DEL,5,28,2,7,0,0,Clear/Partly Cloudy,27.6,41.3,14.9,11.5,0.0,13.7,81.9,37,54.6,52,1
2024-10-01,Star Air,ST4932,MAA,BOM,9,58,1,10,0,1,Clear/Partly Cloudy,25.1,74.0,1.2,10.5,2.9,38.6,96.2,7,47.8,51,1
2025-12-02,IndiGo,IN5525,LEH,BLR,10,8,1,12,0,1,Clear/Partly Cloudy,21.6,51.7,3.2,11.5,0.0,17.6,58.9,6,28.9,37,1
2023-11-22,Akasa Air,AK3280,DEL,BOM,8,48,2,11,0,1,Clear/Partly Cloudy,24.9,31.9,5.0,12.2,0.0,4.1,95.4,7,40.2,56,1
2025-05-10,IndiGo,IN3859,HYD,AMD,21,36,5,5,1,1,Clear/Partly Cloudy,30.1,60.4,3.8,12.2,0.1,9.1,100.0,3,38.1,46,1
2025-05-22,Star Air,ST1359,BOM,HYD,12,12,3,5,0,0,Clear/Partly Cloudy,29.1,50.8,4.4,10.9,0.0,25.8,74.2,10,42.0,60,1
2023-12-07,IndiGo,IN7392,TRV,DEL,11,23,3,12,0,0,Clear/Partly Cloudy,23.2,47.7,4.8,9.3,1.2,36.2,38.6,7,25.5,0,0
2024-04-07,Air India,AI5667,BLR,HYD,13,31,6,4,1,0,Clear/Partly Cloudy,23.2,34.2,8.9,12.1,0.2,0.0,63.4,17,29.6,46,1
2025-05-08,SpiceJet,SP4767,BLR,DEL,20,56,3,5,0,1,Clear/Partly Cloudy,27.6,80.0,16.0,10.4,0.0,42.8,99.0,1,43.6,52,1
2025-02-26,Fly91,FL8933,SXR,BOM,9,38,2,2,0,1,Clear/Partly Cloudy,15.6,60.3,1.3,12.4,0.0,32.2,72.0,23,42.3,53,1
2023-07-31,Air India,AI3095,HYD,RAJ,20,24,0,7,0,1,Clear/Partly Cloudy,35.7,56.5,9.4,11.8,0.0,3.1,77.1,8,32.6,41,1
2025-12-08,Akasa Air,AK1737,COK,RAJ,8,53,0,12,0,1,Clear/Partly Cloudy,21.5,65.2,2.3,10.3,0.0,53.8,78.3,6,32.5,51,1
2023-10-24,IndiGo,IN5811,COK,AMD,11,3,1,10,0,0,Clear/Partly Cloudy,32.1,55.9,6.9,10.5,0.2,0.0,70.5,1,23.6,70,1
2025-11-25,IndiGo,IN8411,DEL,BLR,22,21,1,11,0,0,Clear/Partly Cloudy,21.7,56.6,14.5,9.3,0.0,21.1,62.9,0,34.4,0,0
2025-12-25,IndiGo,IN1033,BLR,HYD,19,13,3,12,0,1,Clear/Partly Cloudy,16.6,58.2,15.7,12.7,0.0,13.0,98.4,18,53.4,68,1
2023-10-18,Air India,AI156,UDR,COK,18,21,2,10,0,1,Clear/Partly Cloudy,25.9,68.1,1.8,12.8,1.3,30.9,66.4,5,34.6,51,1
2023-11-26,Star Air,ST8233,DEL,CCU,6,59,6,11,1,0,Clear/Partly Cloudy,19.9,53.9,21.4,9.4,0.4,36.1,80.4,0,37.8,34,1
2023-08-05,SpiceJet,SP2473,IXZ,HYD,13,30,5,8,1,0,Clear/Partly Cloudy,29.0,51.4,5.9,11.2,1.0,31.6,32.7,1,16.7,0,0
2023-08-10,Air India,AI2829,IXB,BLR,16,31,3,8,0,0,Clear/Partly Cloudy,23.3,39.5,11.2,11.7,1.1,2.2,43.2,11,27.4,47,1
2023-02-16,Vistara,VI3667,COK,DEL,9,16,3,2,0,1,Clear/Partly Cloudy,21.0,66.2,3.5,12.8,1.1,37.4,93.5,0,36.0,53,1
2025-07-09,Air India Express,AI1770,MAA,DEL,10,45,2,7,0,1,Clear/Partly Cloudy,35.9,60.7,5.5,10.6,1.6,31.2,99.8,5,36.2,58,1
2023-02-06,IndiGo,IN7510,IXC,BOM,21,23,0,2,0,1,Rain,24.4,68.8,8.2,9.6,6.7,42.6,51.4,4,25.8,43,1
2024-08-20,Air India,AI3254,HYD,VTZ,12,33,1,8,0,0,Rain,35.5,48.7,5.2,12.4,3.8,26.5,49.5,7,31.7,33,1
2023-07-10,IndiGo,IN4013,BLR,VTZ,23,36,0,7,0,0,Clear/Partly Cloudy,35.4,65.8,0.7,10.8,0.0,26.4,67.1,0,27.0,44,1
2024-09-15,Vistara,VI5154,CCU,BLR,17,43,6,9,1,1,Clear/Partly Cloudy,28.3,59.4,1.7,12.5,0.0,21.1,96.9,8,50.3,51,1
2025-04-26,IndiGo,IN9829,AMD,BOM,22,12,5,4,1,0,Clear/Partly Cloudy,25.5,57.1,3.9,10.4,0.0,38.3,80.2,14,41.4,49,1
2025-03-18,Air India,AI3443,BLR,BOM,7,15,1,3,0,1,Rain,20.8,52.9,4.9,10.3,3.5,29.6,88.8,27,61.1,67,1
2025-07-16,IndiGo,IN8850,GOP,CCU,9,44,2,7,0,1,Clear/Partly Cloudy,38.4,64.5,7.0,11.0,0.0,20.4,59.2,1,28.3,39,1
2024-02-28,Air India Express,AI2512,DEL,VGA,7,53,2,2,0,1,Clear/Partly Cloudy,21.7,61.3,3.2,12.7,0.0,33.3,68.0,6,39.3,43,1
2025-04-29,Air India,AI7029,DEL,BOM,13,58,1,4,0,0,Clear/Partly Cloudy,32.4,42.8,5.9,11.5,1.9,30.3,66.4,33,57.5,59,1
2024-01-14,Air India,AI9368,BOM,VOPN,6,18,6,1,1,0,Clear/Partly Cloudy,20.3,46.2,2.4,12.8,1.2,30.4,60.5,6,24.2,39,1
2025-07-31,Akasa Air,AK2545,BOM,DEL,13,35,3,7,0,0,Clear/Partly Cloudy,34.3,59.0,5.3,10.4,2.4,22.7,74.3,2,34.7,57,1
2024-01-06,Akasa Air,AK6086,COK,DEL,21,58,5,1,1,1,Clear/Partly Cloudy,24.8,59.5,3.2,12.9,0.0,19.2,100.0,15,45.9,52,1
2025-03-09,IndiGo,IN6652,HBX,BLR,5,26,6,3,1,0,Clear/Partly Cloudy,17.4,65.1,4.2,9.9,0.0,20.2,46.3,5,24.6,0,0
2023-01-20,IndiGo,IN466,MAA,BLR,17,50,4,1,0,1,Clear/Partly Cloudy,20.6,59.7,3.6,11.6,0.0,14.4,96.2,7,37.8,54,1
2025-08-26,Air India,AI3548,COK,DEL,5,21,1,8,0,0,Heavy Rain,28.9,53.8,8.4,9.3,10.6,32.4,68.2,17,40.1,55,1
2024-05-17,SpiceJet,SP9048,DEL,BLR,19,22,4,5,0,1,Clear/Partly Cloudy,30.5,53.1,3.6,10.1,0.7,18.8,84.9,24,51.7,60,1
2025-10-03,Air India,AI8614,COK,BOM,10,50,4,10,0,1,Rain,29.2,60.6,6.5,8.5,6.7,26.5,100.0,5,47.3,65,1
2025-09-15,Air India,AI1304,MAA,HYD,10,36,0,9,0,1,Rain,21.6,30.2,11.5,8.7,3.3,15.6,95.6,8,44.1,66,1
2024-05-24,IndiGo,IN276,DEL,BLR,20,24,4,5,0,1,Clear/Partly Cloudy,28.1,50.8,2.1,11.4,0.0,11.3,90.1,26,47.6,61,1
2025-06-07,IndiGo,IN4755,CCU,DEL,15,48,5,6,1,0,Clear/Partly Cloudy,28.9,46.0,3.2,9.8,0.0,18.0,63.3,15,34.5,39,1
2024-12-18,IndiGo,IN1701,DEL,BLR,22,49,2,12,0,0,Clear/Partly Cloudy,21.7,80.7,3.9,9.8,0.0,43.2,59.7,17,48.0,43,1
2024-05-01,IndiGo,IN2166,MAA,CCU,7,20,2,5,0,1,Clear/Partly Cloudy,34.5,51.0,6.8,11.1,1.8,44.3,91.3,2,39.1,41,1
2025-02-28,Air India Express,AI6444,AMD,BLR,6,36,4,2,0,0,Clear/Partly Cloudy,19.2,51.3,14.8,12.4,0.7,34.0,71.3,24,51.7,57,1
2025-03-03,Air India,AI5048,CCU,IXR,14,38,0,3,0,0,Clear/Partly Cloudy,27.9,41.5,11.0,11.0,1.8,18.6,56.6,8,36.1,39,1
2024-02-10,IndiGo,IN7763,BOM,DEL,13,42,5,2,1,0,Clear/Partly Cloudy,19.7,44.2,4.1,13.2,0.6,4.2,76.0,12,42.9,48,1
2024-08-27,Air India,AI3447,BLR,JDH,20,3,1,8,0,1,Clear/Partly Cloudy,37.4,58.8,3.3,11.4,0.0,25.8,73.7,0,34.7,51,1
2023-12-28,IndiGo,IN2128,DMU,REW,16,21,3,12,0,0,Clear/Partly Cloudy,24.1,71.0,6.7,10.0,0.0,22.3,17.1,19,24.0,38,1
2025-05-11,IndiGo,IN3135,BLR,COK,19,28,6,5,1,1,Clear/Partly Cloudy,30.8,58.0,1.3,12.1,0.0,0.0,89.3,6,38.8,59,1
2023-05-02,Akasa Air,AK6184,PAT,TRZ,22,15,1,5,0,0,Rain,32.1,65.2,7.0,8.5,6.6,37.5,20.0,6,18.4,0,0
2025-12-16,Star Air,ST277,AMD,CCU,9,27,1,12,0,1,Rain,23.9,68.6,5.3,10.3,4.6,45.6,82.3,12,37.1,54,1
2023-02-23,IndiGo,IN281,COK,BLR,5,26,3,2,0,0,Clear/Partly Cloudy,19.1,56.8,3.1,11.7,1.4,41.1,75.8,0,41.6,39,1
2023-07-27,Air India,AI2165,RPR,VNS,11,15,3,7,0,0,Clear/Partly Cloudy,31.9,59.1,7.6,11.4,0.7,44.2,2.2,25,19.3,0,0
2025-07-24,IndiGo,IN3142,BOM,AMD,13,11,3,7,0,0,Clear/Partly Cloudy,32.1,54.4,7.3,12.5,0.0,5.4,65.3,0,26.5,39,1
2023-10-25,SpiceJet,SP9665,CCU,AMD,21,44,2,10,0,1,Clear/Partly Cloudy,27.4,50.5,8.2,11.1,1.2,30.9,95.2,4,45.8,60,1
2024-05-03,IndiGo,IN6081,BHU,BLR,9,55,4,5,0,1,Rain,31.3,63.3,4.7,8.1,5.1,26.8,73.8,7,35.7,53,1
2023-03-12,Air India,AI2134,IXA,CCU,14,59,6,3,1,0,Clear/Partly Cloudy,26.5,50.2,7.6,10.1,0.2,10.2,44.8,0,31.1,0,0
2025-08-11,Akasa Air,AK2641,GAY,DEL,20,54,0,8,0,1,Clear/Partly Cloudy,29.9,58.3,4.2,10.0,0.0,24.3,67.9,6,37.0,41,1
2023-08-14,Akasa Air,AK8443,HYD,COK,19,35,0,8,0,1,Clear/Partly Cloudy,27.3,55.4,9.0,13.2,0.0,35.2,99.2,11,50.4,57,1
2025-03-08,IndiGo,IN8152,DEL,AMD,19,27,5,3,1,1,Clear/Partly Cloudy,22.8,51.7,0.5,9.9,0.0,29.1,100.0,20,52.8,64,1
2025-11-07,IndiGo,IN3692,MAA,AMD,23,56,4,11,0,0,Clear/Partly Cloudy,23.4,72.1,7.0,8.7,1.7,50.1,65.7,10,31.5,40,1
2023-08-23,IndiGo,IN2331,BLR,BOM,20,31,2,8,0,1,Clear/Partly Cloudy,39.3,51.5,5.8,13.6,0.3,31.0,97.8,6,40.4,55,1
2025-09-29,IndiGo,IN553,HYD,IXA,15,12,0,9,0,0,Clear/Partly Cloudy,33.5,58.1,10.3,11.9,0.5,31.6,62.0,14,33.3,42,1
2024-08-18,Air India Express,AI2504,HYD,DEL,23,22,6,8,1,0,Clear/Partly Cloudy,34.1,63.0,5.4,11.1,0.2,26.4,76.4,0,31.4,41,1
2023-10-24,SpiceJet,SP9079,DEL,HYD,15,35,1,10,0,0,Rain,23.6,56.8,3.5,12.1,3.1,27.3,60.6,0,25.9,34,1
2024-07-27,IndiGo,IN5038,COK,JAI,14,13,5,7,1,0,Rain,34.6,61.1,5.5,10.6,3.7,49.8,54.5,21,35.9,76,1
2025-02-09,IndiGo,IN1968,HYD,MAA,11,55,6,2,1,0,Clear/Partly Cloudy,17.1,64.5,11.8,10.8,2.2,38.3,80.9,0,30.5,0,0
2024-08-08,IndiGo,IN593,BOM,COK,14,51,3,8,0,0,Clear/Partly Cloudy,34.4,60.7,1.0,13.2,0.0,9.3,68.4,6,30.1,38,1
2023-02-20,Star Air,ST9388,HYD,VGA,12,55,0,2,0,0,Clear/Partly Cloudy,22.1,58.2,2.6,11.1,0.6,26.1,38.6,0,19.0,0,0
2023-01-17,IndiGo,IN4799,DEL,MAA,16,24,1,1,0,0,Clear/Partly Cloudy,21.9,57.2,2.1,10.8,0.0,17.6,65.8,0,25.7,43,1
2023-12-31,Air India,AI3990,COK,DEL,5,18,6,12,1,0,Clear/Partly Cloudy,20.9,46.2,6.2,10.5,1.3,34.1,56.0,0,23.9,28,1
2024-08-31,SpiceJet,SP9633,COK,CJB,8,12,5,8,1,1,Clear/Partly Cloudy,29.9,57.0,11.2,11.8,0.0,32.7,80.0,15,40.2,50,1
2023-07-25,Air India,AI3871,MAA,AMD,16,2,1,7,0,0,Clear/Partly Cloudy,32.4,37.4,6.0,11.4,0.2,14.4,63.5,29,52.6,44,1
2024-10-17,IndiGo,IN6343,DEL,CCU,23,41,3,10,0,0,Clear/Partly Cloudy,21.2,56.3,9.3,10.6,0.6,17.9,58.3,12,35.9,44,1
2023-11-18,IndiGo,IN1642,CCU,DEL,18,51,5,11,1,1,Clear/Partly Cloudy,25.3,36.8,9.0,10.6,0.0,22.7,100.0,11,49.1,53,1
2025-08-08,IndiGo,IN7994,VTZ,BOM,15,47,4,8,0,0,Clear/Partly Cloudy,32.8,50.7,4.4,10.0,0.0,0.0,46.2,0,16.8,0,0
2024-08-13,Air India Express,AI109,BOM,COK,11,0,1,8,0,0,Rain,33.0,55.7,10.5,10.0,4.0,31.2,69.8,0,27.2,49,1
2025-09-17,IndiGo,IN494,IXU,BOM,15,41,2,9,0,0,Clear/Partly Cloudy,28.8,54.8,3.7,10.9,0.0,0.0,28.0,3,16.0,0,0
2024-08-24,Air India Express,AI5259,DEL,BOM,22,42,5,8,1,0,Clear/Partly Cloudy,33.4,53.5,5.4,12.3,0.0,23.0,72.9,4,37.1,0,0
2025-10-04,Air India Express,AI7479,CJB,BOM,17,54,5,10,1,1,Rain,25.0,53.4,7.2,12.3,3.4,19.4,82.2,4,36.3,49,1
2023-06-01,IndiGo,IN2903,BLR,MAA,20,14,3,6,0,1,Clear/Partly Cloudy,30.9,63.7,9.4,10.7,0.0,17.1,84.7,8,45.1,53,1
2023-04-26,SpiceJet,SP8477,REW,BOM,10,10,2,4,0,1,Clear/Partly Cloudy,24.4,53.8,6.8,11.2,0.0,45.2,50.9,0,18.4,35,1
2024-02-07,Air India,AI3582,KUU,CCU,21,56,2,2,0,1,Rain,22.4,41.6,4.6,10.4,3.8,19.0,72.9,2,28.1,58,1
2024-12-21,Akasa Air,AK5105,IXW,BOM,6,6,5,12,1,0,Clear/Partly Cloudy,25.8,67.1,3.4,11.9,2.2,60.0,41.3,5,19.4,0,0
2023-03-19,IndiGo,IN2201,BLR,NDC,8,49,6,3,1,1,Clear/Partly Cloudy,27.8,55.1,5.0,11.1,1.6,15.4,67.8,5,39.4,52,1
2025-05-07,IndiGo,IN2078,MAA,DEL,18,16,2,5,0,1,Clear/Partly Cloudy,30.0,60.8,2.6,11.0,0.4,14.3,89.5,12,47.6,55,1
2025-03-30,Air India Express,AI8821,BLR,MAA,12,21,6,3,1,0,Clear/Partly Cloudy,21.0,45.9,3.7,10.8,0.0,36.0,77.3,8,45.7,44,1
2024-09-15,Star Air,ST9789,AMD,SXR,21,16,6,9,1,1,Rain,24.3,67.1,7.4,12.1,4.0,38.3,83.0,8,42.4,69,1
2023-09-19,Akasa Air,AK8846,MAA,BLR,5,20,1,9,0,0,Clear/Partly Cloudy,29.9,53.3,1.2,9.3,1.0,23.9,69.9,2,35.9,0,0
2025-01-01,Air India Express,AI6261,BOM,DEL,12,4,2,1,0,0,Clear/Partly Cloudy,21.6,60.0,3.5,11.1,0.0,48.7,76.4,0,24.1,36,1
2025-07-03,Air India,AI6413,AMD,MAA,16,53,3,7,0,0,Clear/Partly Cloudy,39.8,35.6,10.2,11.1,0.0,14.1,67.0,0,32.6,39,1
2025-05-01,Akasa Air,AK541,HYD,BLR,19,9,3,5,0,1,Clear/Partly Cloudy,27.1,56.2,4.4,8.4,2.7,28.1,89.5,5,24.7,46,1
2024-03-13,IndiGo,IN8022,BOM,HYD,14,42,2,3,0,0,Rain,25.3,53.1,13.1,12.9,4.4,21.3,83.9,7,41.6,48,1
2024-11-22,Akasa Air,AK3645,IMF,BLR,18,49,4,11,0,1,Clear/Partly Cloudy,21.8,61.7,0.1,10.9,0.0,31.0,62.5,11,35.7,55,1
2025-04-20,Alliance Air,AL8359,DEL,BLR,20,48,6,4,1,1,Clear/Partly Cloudy,30.4,59.6,12.0,12.1,0.0,29.7,96.0,16,45.6,73,1
2025-02-20,IndiGo,IN9339,AMD,BOM,19,49,3,2,0,1,Clear/Partly Cloudy,24.8,42.8,8.6,10.8,0.3,10.2,81.2,6,35.9,51,1
2024-07-02,SpiceJet,SP7207,TCR,KNU,23,57,1,7,0,0,Rain,33.0,55.3,4.8,10.3,3.2,31.8,17.8,0,2.2,0,0
2023-05-14,Akasa Air,AK8993,DEL,UDR,22,13,6,5,1,0,Clear/Partly Cloudy,34.5,51.2,13.7,11.4,1.9,37.0,60.6,0,39.6,46,1
2025-04-30,SpiceJet,SP601,BOM,COK,6,25,2,4,0,0,Clear/Partly Cloudy,28.6,50.8,5.9,10.6,0.0,20.0,67.3,14,34.1,49,1
2025-05-02,IndiGo,IN5934,COK,HYD,17,23,4,5,0,1,Clear/Partly Cloudy,31.5,45.4,3.2,12.1,0.0,27.5,100.0,1,40.2,51,1
2023-08-17,IndiGo,IN5430,COK,BOM,7,53,3,8,0,1,Rain,31.1,51.8,5.6,10.7,4.6,32.1,91.8,13,42.6,56,1
2023-02-12,Alliance Air,AL3898,DEL,HYD,8,56,6,2,1,1,Clear/Partly Cloudy,21.2,59.8,7.3,13.4,0.0,21.6,100.0,18,49.4,61,1
2024-05-19,IndiGo,IN109,DEL,TIR,8,43,6,5,1,1,Clear/Partly Cloudy,35.3,61.8,16.3,10.5,0.0,19.3,80.4,8,42.9,59,1
2023-10-07,Akasa Air,AK5708,MAA,BOM,18,44,5,10,1,1,Clear/Partly Cloudy,26.5,46.4,11.2,11.6,1.5,11.8,91.1,3,43.6,54,1
2025-04-29,IndiGo,IN1004,BLR,MAA,7,40,1,4,0,1,Clear/Partly Cloudy,25.1,63.0,8.2,11.6,0.8,8.4,94.1,0,43.8,46,1
2023-09-21,Air India Express,AI6409,CCU,DEL,5,34,3,9,0,0,Rain,31.9,40.9,7.6,11.1,4.6,23.7,69.1,1,36.8,44,1
2025-10-25,Air India,AI5454,BLR,HYD,8,17,5,10,1,1,Clear/Partly Cloudy,29.3,49.3,8.2,10.4,0.0,9.4,93.9,6,41.3,82,1
2025-09-05,Vistara,VI2656,BOM,BLR,6,6,4,9,0,0,Clear/Partly Cloudy,31.9,64.0,4.3,11.4,0.0,20.6,63.2,0,39.0,37,1
2024-04-12,IndiGo,IN7588,COK,DEL,5,24,4,4,0,0,Clear/Partly Cloudy,23.7,59.6,7.9,10.2,1.6,40.7,77.6,4,45.8,59,1
2025-04-01,Air India,AI1518,DEL,VOPC,13,12,1,4,0,0,Rain,30.4,56.5,7.8,11.9,5.0,34.0,53.9,5,34.1,52,1
2024-09-06,Star Air,ST5191,VTU,BOM,10,51,4,9,0,1,Clear/Partly Cloudy,35.9,50.4,6.0,10.1,2.2,29.8,66.9,16,35.4,55,1
2024-02-28,Air India,AI5781,MAA,DEL,17,55,2,2,0,1,Rain,23.6,55.6,2.7,9.1,4.8,42.4,88.8,32,55.0,64,1
2025-08-25,Air India,AI1062,MAA,DEL,11,30,0,8,0,0,Clear/Partly Cloudy,34.0,62.0,2.3,10.1,0.0,15.9,63.3,0,29.6,35,1
2023-10-22,IndiGo,IN6142,BLR,CCU,15,46,6,10,1,0,Rain,22.8,57.3,6.8,10.5,4.5,25.0,80.1,2,41.0,50,1
2025-05-18,Air India,AI291,CCU,BLR,6,28,6,5,1,0,Clear/Partly Cloudy,30.0,51.1,4.2,9.6,0.0,8.1,71.6,7,21.8,47,1
2024-01-31,IndiGo,IN2900,BOM,CCU,5,13,2,1,0,0,Clear/Partly Cloudy,16.0,77.1,13.0,10.4,1.1,21.3,70.3,7,40.9,64,1
2025-11-24,Air India,AI1360,HYD,DEL,22,49,0,11,0,0,Clear/Partly Cloudy,33.2,74.8,5.3,10.8,1.0,51.5,64.0,0,30.2,38,1
2024-02-07,Vistara,VI2099,BLR,DEL,11,0,2,2,0,0,Clear/Partly Cloudy,19.5,63.0,1.5,12.0,0.9,30.3,71.1,2,36.5,49,1
2024-05-16,Air India Express,AI5006,MAA,JDH,8,7,3,5,0,1,Clear/Partly Cloudy,32.6,43.5,10.0,9.8,1.1,8.5,67.5,4,38.4,56,1
2023-08-14,IndiGo,IN9130,HYD,COK,14,55,0,8,0,0,Clear/Partly Cloudy,32.2,40.4,10.9,9.8,1.9,12.0,55.2,3,33.9,36,1
2023-02-12,Air India,AI8583,DEL,BLR,12,21,6,2,1,0,Clear/Partly Cloudy,26.6,70.0,4.5,12.7,0.0,17.7,73.7,3,38.4,43,1
2025-01-12,Akasa Air,AK1108,CCU,MAA,19,1,6,1,1,1,Rain,16.4,70.2,6.5,9.6,4.7,43.0,91.9,2,41.4,45,1
2023-07-29,Air India Express,AI7587,COK,DEL,22,48,5,7,1,0,Clear/Partly Cloudy,40.4,49.2,7.3,11.3,0.0,28.0,69.6,8,33.3,36,1
2023-06-19,SpiceJet,SP1220,GWL,BLR,6,34,0,6,0,0,Clear/Partly Cloudy,27.1,41.4,3.7,11.3,0.0,2.2,48.0,7,32.3,56,1
2024-04-08,IndiGo,IN3913,COK,BLR,11,8,0,4,0,0,Clear/Partly Cloudy,34.9,73.0,6.0,11.1,2.8,36.9,71.2,3,35.9,44,1
2023-07-23,IndiGo,IN1343,UDR,BOM,15,54,6,7,1,0,Clear/Partly Cloudy,31.6,56.1,6.1,11.6,0.0,8.4,49.4,10,27.0,37,1
